,hart
2534,8628
2535,4093
2536,-372
2537,-4737
2538,-9065
2539,-12992
2540,-16385
2541,-19264
2542,-21299
2543,-22772
2544,-23819
2545,-24183
2546,-24254
2547,-23921
2548,-23369
2549,-23046
2550,-22613
2551,-22152
2552,-21521
2553,-20530
2554,-19564
2555,-18645
2556,-17777
2557,-16739
2558,-15417
2559,-13984
2560,-12433
2561,-10900
2562,-9405
2563,-7804
2564,-6294
2565,-4991
2566,-3568
2567,-1843
2568,-243
2569,1163
2570,2781
2571,4201
2572,5493
2573,6678
2574,7620
2575,8504
2576,9228
2577,9681
2578,10034
2579,10159
2580,9946
2581,9523
2582,8798
2583,7968
2584,7040
2585,5772
2586,4581
2587,3296
2588,1751
2589,346
2590,-1229
2591,-3007
2592,-4842
2593,-6568
2594,-8114
2595,-9590
2596,-10612
2597,-11575
2598,-12353
2599,-12564
2600,-12686
2601,-12647
2602,-12197
2603,-11615
2604,-10801
2605,-9717
2606,-8527
2607,-7260
2608,-5836
2609,-4550
2610,-3455
2611,-2239
2612,-1132
2613,-268
2614,385
2615,748
2616,1013
2617,1438
2618,1549
2619,1607
2620,1731
2621,1713
2622,1630
2623,1518
2624,1324
2625,1223
2626,1169
2627,1121
2628,1099
2629,1127
2630,1102
2631,1204
2632,1385
2633,1615
2634,1965
2635,2223
2636,2424
2637,2730
2638,2925
2639,3238
2640,3424
2641,3620
2642,3897
2643,4105
2644,4320
2645,4351
2646,4292
2647,4538
2648,4735
2649,4704
2650,4909
2651,5151
2652,5367
2653,5570
2654,5459
2655,5332
2656,5362
2657,5396
2658,5292
2659,5098
2660,4857
2661,4696
2662,4535
2663,4172
2664,3955
2665,4024
2666,4113
2667,4129
2668,3982
2669,3701
2670,3464
2671,3078
2672,2912
2673,2951
2674,2675
2675,2647
2676,2371
2677,2036
2678,1862
2679,1672
2680,1470
2681,1372
2682,1345
2683,1300
2684,1233
2685,1036
2686,930
2687,1133
2688,992
2689,891
2690,992
2691,771
2692,656
2693,673
2694,535
2695,360
2696,424
2697,445
2698,316
2699,278
2700,224
2701,129
2702,22
2703,-13
2704,101
2705,98
2706,33
2707,198
2708,232
2709,147
2710,188
2711,147
2712,202
2713,214
2714,176
2715,224
2716,279
2717,324
2718,431
2719,580
2720,594
2721,574
2722,640
2723,564
2724,507
2725,460
2726,290
2727,273
2728,93
2729,38
2730,22
2731,-217
2732,-347
2733,-567
2734,-683
2735,-656
2736,-899
2737,-1145
2738,-1264
2739,-1459
2740,-1673
2741,-1778
2742,-1941
2743,-1908
2744,-1919
2745,-2006
2746,-2085
2747,-2039
2748,-1912
2749,-1844
2750,-1662
2751,-1480
2752,-1405
2753,-1196
2754,-908
2755,-908
2756,-673
2757,-464
2758,-511
2759,-196
2760,29
2761,80
2762,179
2763,100
2764,188
2765,217
2766,194
2767,334
2768,202
2769,198
2770,258
2771,-2
2772,-151
2773,-190
2774,-217
2775,-419
2776,-653
2777,-775
2778,-840
2779,-814
2780,-907
2781,-938
2782,-808
2783,-790
2784,-716
2785,-701
2786,-695
2787,-609
2788,-721
2789,-832
2790,-945
2791,-947
2792,-816
2793,-653
2794,-360
2795,-316
2796,-376
2797,-402
2798,-368
2799,-521
2800,-760
2801,-844
2802,-1033
2803,-1272
2804,-1414
2805,-1583
2806,-1728
2807,-1692
2808,-1804
2809,-1769
2810,-1786
2811,-1832
2812,-1644
2813,-1576
2814,-1417
2815,-1384
2816,-1382
2817,-1037
2818,-1006
2819,-1059
2820,-976
2821,-869
2822,-788
2823,-661
2824,-556
2825,-574
2826,-415
2827,-211
2828,-281
2829,-180
2830,-127
2831,-283
2832,-392
2833,-661
2834,-822
2835,-1038
2836,-1317
2837,-1388
2838,-1680
2839,-1878
2840,-2046
2841,-2271
2842,-2240
2843,-2274
2844,-2213
2845,-2229
2846,-2111
2847,-1635
2848,-1330
2849,-1104
2850,-710
2851,-354
2852,-105
2853,143
2854,408
2855,571
2856,641
2857,771
2858,836
2859,774
2860,595
2861,479
2862,280
2863,118
2864,-75
2865,-458
2866,-805
2867,-967
2868,-996
2869,-1035
2870,-1092
2871,-1127
2872,-1007
2873,-965
2874,-811
2875,-746
2876,-684
2877,-338
2878,-160
2879,-53
2880,125
2881,316
2882,367
2883,590
2884,763
2885,701
2886,829
2887,857
2888,713
2889,778
2890,671
2891,488
2892,403
2893,176
2894,66
2895,-209
2896,-539
2897,-429
2898,-536
2899,-620
2900,-631
2901,-540
2902,-262
2903,-258
2904,-49
2905,91
2906,176
2907,441
2908,606
2909,838
2910,1042
2911,1077
2912,1223
2913,1309
2914,1298
2915,1391
2916,1375
2917,1324
2918,1246
2919,1136
2920,925
2921,680
2922,433
2923,184
2924,16
2925,-336
2926,-613
2927,-740
2928,-971
2929,-1115
2930,-1108
2931,-1118
2932,-1100
2933,-930
2934,-731
2935,-586
2936,-264
2937,-3
2938,105
2939,567
2940,1067
2941,1263
2942,1281
2943,1214
2944,1325
2945,1350
2946,1229
2947,1388
2948,1511
2949,1389
2950,1385
2951,1282
2952,1109
2953,1078
2954,1096
2955,974
2956,851
2957,966
2958,964
2959,888
2960,764
2961,779
2962,1045
2963,1244
2964,1297
2965,1436
2966,1715
2967,1882
2968,2048
2969,2359
2970,2469
2971,2548
2972,2739
2973,2639
2974,2631
2975,2734
2976,2607
2977,2468
2978,2353
2979,2203
2980,2062
2981,2040
2982,2068
2983,1965
2984,1832
2985,1516
2986,1324
2987,1296
2988,981
2989,649
2990,655
2991,477
2992,315
2993,461
2994,593
2995,530
2996,437
2997,548
2998,798
2999,1022
3000,1074
3001,1299
3002,1556
3003,1554
3004,1571
3005,1314
3006,1181
3007,1273
3008,1092
3009,938
3010,630
3011,300
3012,229
3013,21
3014,-250
3015,-520
3016,-862
3017,-955
3018,-1193
3019,-1332
3020,-1250
3021,-1325
3022,-1238
3023,-1074
3024,-1072
3025,-978
3026,-826
3027,-646
3028,-366
3029,-120
3030,-40
3031,122
3032,261
3033,390
3034,540
3035,636
3036,591
3037,552
3038,504
3039,320
3040,155
3041,52
3042,-150
3043,-399
3044,-536
3045,-748
3046,-950
3047,-937
3048,-887
3049,-1078
3050,-1110
3051,-947
3052,-892
3053,-886
3054,-856
3055,-856
3056,-689
3057,-480
3058,-506
3059,-446
3060,-318
3061,-296
3062,-257
3063,-109
3064,-19
3065,-154
3066,-195
3067,-161
3068,-217
3069,-375
3070,-450
3071,-613
3072,-601
3073,-597
3074,-731
3075,-910
3076,-1030
3077,-880
3078,-991
3079,-1026
3080,-890
3081,-1024
3082,-983
3083,-909
3084,-887
3085,-862
3086,-856
3087,-719
3088,-705
3089,-805
3090,-639
3091,-677
3092,-841
3093,-603
3094,-616
3095,-729
3096,-620
3097,-556
3098,-574
3099,-587
3100,-660
3101,-663
3102,-496
3103,-708
3104,-755
3105,-642
3106,-760
3107,-694
3108,-612
3109,-663
3110,-677
3111,-666
3112,-676
3113,-667
3114,-495
3115,-363
3116,-418
3117,-345
3118,-203
3119,-322
3120,-607
3121,-796
3122,-976
3123,-1114
3124,-1248
3125,-1482
3126,-1426
3127,-1346
3128,-1566
3129,-1614
3130,-1545
3131,-1549
3132,-1387
3133,-1183
3134,-1229
3135,-1237
3136,-1085
3137,-869
3138,-710
3139,-523
3140,-418
3141,-388
3142,-267
3143,-114
3144,-114
3145,-137
3146,-201
3147,-12
3148,-83
3149,-126
3150,-60
3151,-134
3152,-66
3153,-68
3154,-409
3155,-330
3156,-397
3157,-707
3158,-641
3159,-722
3160,-760
3161,-685
3162,-555
3163,-368
3164,-182
3165,-17
3166,122
3167,342
3168,513
3169,611
3170,800
3171,868
3172,838
3173,883
3174,750
3175,506
3176,287
3177,203
3178,126
3179,-36
3180,24
3181,19
3182,70
3183,230
3184,354
3185,287
3186,428
3187,539
3188,439
3189,528
3190,638
3191,644
3192,461
3193,390
3194,391
3195,322
3196,234
3197,107
3198,499
3199,627
3200,465
3201,565
3202,499
3203,575
3204,765
3205,788
3206,704
3207,702
3208,638
3209,595
3210,595
3211,536
3212,535
3213,515
3214,408
3215,270
3216,124
3217,137
3218,33
3219,32
3220,-76
3221,-278
3222,-430
3223,-537
3224,-506
3225,-574
3226,-716
3227,-644
3228,-679
3229,-712
3230,-719
3231,-640
3232,-382
3233,-230
3234,-102
3235,46
3236,-21
3237,123
3238,368
3239,428
3240,192
3241,63
3242,390
3243,386
3244,223
3245,113
3246,-38
3247,-64
3248,-194
3249,-126
3250,-200
3251,-314
3252,-227
3253,-272
3254,-241
3255,-338
3256,-445
3257,-347
3258,-461
3259,-569
3260,-455
3261,-428
3262,-463
3263,-516
3264,-401
3265,-392
3266,-403
3267,-119
3268,-189
3269,-225
3270,0
3271,-104
3272,-110
3273,-84
3274,53
3275,145
3276,6
3277,143
3278,324
3279,290
3280,115
3281,133
3282,217
3283,178
3284,212
3285,209
3286,212
3287,204
3288,172
3289,170
3290,43
3291,-17
3292,-262
3293,-337
3294,-108
3295,-217
3296,-251
3297,-275
3298,-345
3299,-235
3300,-502
3301,-629
3302,-314
3303,-248
3304,-177
3305,-198
3306,-213
3307,-156
3308,-224
3309,-84
3310,-175
3311,-383
3312,-242
3313,-131
3314,-160
3315,-193
3316,-204
3317,-79
3318,-170
3319,-86
3320,112
3321,65
3322,339
3323,476
3324,428
3325,540
3326,608
3327,787
3328,960
3329,1048
3330,1046
3331,1124
3332,1267
3333,1324
3334,1357
3335,1440
3336,1408
3337,1350
3338,1315
3339,1342
3340,1384
3341,1372
3342,1300
3343,1320
3344,1269
3345,1181
3346,1235
3347,1346
3348,1440
3349,1434
3350,995
3351,894
3352,1126
3353,920
3354,870
3355,961
3356,867
3357,961
3358,913
3359,925
3360,946
3361,767
3362,611
3363,611
3364,655
3365,595
3366,619
3367,682
3368,545
3369,278
3370,97
3371,-6
3372,-110
3373,-129
3374,-111
3375,-277
3376,-407
3377,-386
3378,-367
3379,-572
3380,-919
3381,-1013
3382,-1125
3383,-1101
3384,-1054
3385,-1167
3386,-1226
3387,-1223
3388,-1241
3389,-1313
3390,-1305
3391,-1271
3392,-1200
3393,-1112
3394,-1077
3395,-1111
3396,-986
3397,-871
3398,-899
3399,-807
3400,-780
3401,-790
3402,-766
3403,-739
3404,-831
3405,-971
3406,-902
3407,-945
3408,-1014
3409,-836
3410,-795
3411,-894
3412,-907
3413,-826
3414,-698
3415,-621
3416,-647
3417,-589
3418,-609
3419,-601
3420,-608
3421,-893
3422,-873
3423,-632
3424,-730
3425,-1002
3426,-1214
3427,-1239
3428,-1125
3429,-1175
3430,-1322
3431,-1710
3432,-1928
3433,-2207
3434,-2654
3435,-2851
3436,-3165
3437,-3628
3438,-4086
3439,-4489
3440,-4069
3441,-3098
3442,-2230
3443,-1364
3444,-592
3445,-309
3446,-528
3447,-705
3448,-816
3449,-904
3450,-478
3451,827
3452,2752
3453,4521
3454,6353
3455,7991
3456,9588
3457,11631
3458,13493
3459,14999
3460,15671
3461,15708
3462,15246
3463,13993
3464,12315
3465,10045
3466,7323
3467,4688
3468,2000
3469,-638
3470,-2918
3471,-4700
3472,-6070
3473,-6920
3474,-7183
3475,-6837
3476,-6288
3477,-5590
3478,-5014
3479,-4751
3480,-4774
3481,-5052
3482,-5515
3483,-6161
3484,-6912
3485,-7849
3486,-8750
3487,-9269
3488,-9638
3489,-9819
3490,-9633
3491,-9199
3492,-8570
3493,-7774
3494,-6983
3495,-6102
3496,-4701
3497,-3401
3498,-2208
3499,-816
3500,195
3501,1155
3502,2048
3503,2441
3504,2762
3505,3117
3506,3335
3507,3402
3508,3382
3509,3516
3510,3635
3511,3706
3512,3792
3513,3843
3514,3844
3515,3666
3516,3779
3517,4077
3518,3927
3519,3868
3520,3962
3521,3813
3522,3476
3523,3171
3524,2834
3525,2148
3526,1237
3527,226
3528,-1068
3529,-2446
3530,-3697
3531,-4895
3532,-5952
3533,-6957
3534,-7987
3535,-8722
3536,-8512
3537,-8567
3538,-9011
3539,-8965
3540,-8628
3541,-7900
3542,-6723
3543,-5523
3544,-4174
3545,-2769
3546,-1405
3547,160
3548,1631
3549,2965
3550,4397
3551,5494
3552,6378
3553,7381
3554,8032
3555,8384
3556,8603
3557,8495
3558,8417
3559,8250
3560,7871
3561,7589
3562,7142
3563,6778
3564,6340
3565,5866
3566,5307
3567,4750
3568,4666
3569,4352
3570,3650
3571,3022
3572,2476
3573,1998
3574,1586
3575,1239
3576,824
3577,414
3578,64
3579,-351
3580,-929
3581,-1363
3582,-1124
3583,-1038
3584,-1321
3585,-1539
3586,-1621
3587,-1668
3588,-1714
3589,-1737
3590,-1614
3591,-1538
3592,-1472
3593,-1287
3594,-1051
3595,-861
3596,-740
3597,-538
3598,-390
3599,-278
3600,-325
3601,-367
3602,-181
3603,-385
3604,-590
3605,-655
3606,-886
3607,-849
3608,-910
3609,-1090
3610,-1161
3611,-1205
3612,-1342
3613,-1499
3614,-1560
3615,-1754
3616,-1935
3617,-1869
3618,-1948
3619,-2153
3620,-1994
3621,-2014
3622,-2062
3623,-1740
3624,-1620
3625,-1622
3626,-1626
3627,-1510
3628,-1410
3629,-1195
3630,-1035
3631,-1008
3632,-736
3633,-617
3634,-543
3635,-516
3636,-622
3637,-540
3638,-635
3639,-691
3640,-510
3641,-470
3642,-476
3643,-406
3644,-315
3645,-423
3646,-536
3647,-738
3648,-863
3649,-704
3650,-810
3651,-811
3652,-579
3653,-464
3654,-403
3655,-318
3656,-131
3657,-88
3658,-270
3659,-338
3660,-225
3661,-127
3662,107
3663,445
3664,599
3665,442
3666,180
3667,699
3668,2160
3669,2736
3670,2162
3671,1960
3672,3248
3673,5472
3674,6248
3675,3894
3676,-315
3677,-3867
3678,-6195
3679,-6985
3680,-6577
3681,-6095
3682,-5500
3683,-4575
3684,-2944
3685,-554
3686,2055
3687,4084
3688,5158
3689,5621
3690,5571
3691,5337
3692,5382
3693,5610
3694,5636
3695,5239
3696,4660
3697,3672
3698,2001
3699,563
3700,-415
3701,-1146
3702,-1486
3703,-1647
3704,-1715
3705,-1954
3706,-2147
3707,-2235
3708,-2459
3709,-2645
3710,-2924
3711,-3185
3712,-2943
3713,-2434
3714,-2016
3715,-1694
3716,-1595
3717,-1332
3718,-1098
3719,-939
3720,-636
3721,-415
3722,-247
3723,-286
3724,-451
3725,-434
3726,-594
3727,-816
3728,-1216
3729,-1822
3730,-1905
3731,-1624
3732,-1045
3733,-230
3734,166
3735,179
3736,199
3737,183
3738,136
3739,246
3740,359
3741,296
3742,290
3743,162
3744,-3
3745,-20
3746,-57
3747,-58
3748,-133
3749,-417
3750,-554
3751,-456
3752,-502
3753,-503
3754,-314
3755,-311
3756,-187
3757,-54
3758,-409
3759,-480
3760,-709
3761,-1025
3762,-1029
3763,-1116
3764,-1082
3765,-918
3766,-757
3767,-534
3768,-394
3769,-362
3770,-296
3771,-182
3772,-131
3773,-59
3774,70
3775,116
3776,158
3777,179
3778,-25
3779,-289
3780,-244
3781,-117
3782,-200
3783,-73
3784,-26
3785,-368
3786,-578
3787,-772
3788,-897
3789,-801
3790,-727
3791,-568
3792,-325
3793,-383
3794,-432
3795,-260
3796,-77
3797,99
3798,182
3799,269
3800,171
3801,-142
3802,-28
3803,324
3804,603
3805,662
3806,533
3807,557
3808,483
3809,393
3810,456
3811,624
3812,810
3813,896
3814,810
3815,677
3816,860
3817,897
3818,953
3819,1299
3820,1358
3821,1238
3822,1113
3823,1073
3824,1123
3825,970
3826,996
3827,1263
3828,1283
3829,1273
3830,1243
3831,1152
3832,1236
3833,1262
3834,1361
3835,1346
3836,1117
3837,990
3838,984
3839,907
3840,786
3841,924
3842,1047
3843,970
3844,1057
3845,1045
3846,909
3847,999
3848,1071
3849,1019
3850,917
3851,753
3852,672
3853,623
3854,586
3855,610
3856,341
3857,226
3858,159
3859,-24
3860,-173
3861,-301
3862,-343
3863,-304
3864,-244
3865,-333
3866,-351
3867,-288
3868,-352
3869,-296
3870,-470
3871,-612
3872,-426
3873,-370
3874,-407
3875,-421
3876,-508
3877,-464
3878,-349
3879,-277
3880,-273
3881,-280
3882,-277
3883,-210
3884,25
3885,61
3886,43
3887,226
3888,164
3889,-30
3890,48
3891,109
3892,155
3893,226
3894,361
3895,370
3896,307
3897,362
3898,375
3899,469
3900,332
3901,203
3902,119
3903,13
3904,248
3905,265
3906,380
3907,362
3908,173
3909,342
3910,266
3911,39
3912,-234
3913,-785
3914,-512
3915,-82
3916,-276
3917,-314
3918,-559
3919,-564
3920,-376
3921,-372
3922,-320
3923,-267
3924,-336
3925,-587
3926,-574
3927,-319
3928,-398
3929,-375
3930,-386
3931,-469
3932,-418
3933,-400
3934,-418
3935,-312
3936,-427
3937,-260
3938,176
3939,232
3940,27
3941,251
3942,268
3943,23
3944,369
3945,470
3946,328
3947,268
3948,120
3949,224
3950,-131
3951,-478
3952,-117
3953,291
3954,532
3955,169
3956,-159
3957,100
3958,350
3959,276
3960,253
3961,49
3962,-47
3963,473
3964,516
3965,345
3966,473
3967,129
3968,-48
3969,275
3970,153
3971,-65
3972,32
3973,-154
3974,-424
3975,-263
3976,-159
3977,-135
3978,-223
3979,-228
3980,-195
3981,-411
3982,-452
3983,-306
3984,-207
3985,-298
3986,-253
3987,-50
3988,11
3989,153
3990,293
3991,293
3992,412
3993,412
3994,306
3995,385
3996,403
3997,341
3998,234
3999,158
4000,233
4001,312
4002,282
4003,119
4004,26
4005,133
4006,14
4007,18
4008,-18
4009,-153
4010,-201
4011,-285
4012,-288
4013,-281
4014,-210
4015,-243
4016,-255
4017,-197
4018,-104
4019,128
4020,-466
4021,-630
4022,407
4023,553
4024,222
4025,-68
4026,-112
4027,228
4028,330
4029,28
4030,-238
4031,-286
4032,-275
4033,-243
4034,-293
4035,-411
4036,-480
4037,-408
4038,-447
4039,-365
4040,-355
4041,-464
4042,-339
4043,-306
4044,-264
4045,-168
4046,-104
4047,-79
4048,-27
4049,90
4050,41
4051,92
4052,152
4053,183
4054,182
4055,111
4056,-64
4057,-47
4058,-163
4059,-406
4060,-527
4061,-749
4062,-680
4063,-583
4064,-649
4065,-763
4066,-770
4067,-614
4068,-686
4069,-752
4070,-796
4071,-894
4072,-908
4073,-1141
4074,-1289
4075,-1364
4076,-1321
4077,-1290
4078,-1275
4079,-1132
4080,-1047
4081,-1053
4082,-969
4083,-949
4084,-705
4085,-537
4086,-706
4087,-626
4088,-555
4089,-722
4090,-768
4091,-829
4092,-931
4093,-931
4094,-997
4095,-1076
4096,-1163
4097,-1032
4098,-998
4099,-927
4100,-801
4101,-782
4102,-685
4103,-638
4104,-563
4105,-579
4106,-538
4107,-443
4108,-444
4109,-365
4110,-303
4111,-375
4112,-305
4113,-271
4114,-427
4115,-522
4116,-533
4117,-588
4118,-757
4119,-785
4120,-606
4121,-518
4122,-433
4123,-376
4124,-279
4125,-233
4126,-215
4127,21
4128,-118
4129,-108
4130,194
4131,203
4132,374
4133,440
4134,210
4135,335
4136,545
4137,501
4138,473
4139,556
4140,618
4141,776
4142,761
4143,742
4144,856
4145,821
4146,905
4147,957
4148,941
4149,1013
4150,929
4151,917
4152,852
4153,731
4154,707
4155,623
4156,590
4157,568
4158,536
4159,453
4160,407
4161,348
4162,314
4163,323
4164,232
4165,190
4166,313
4167,478
4168,476
4169,524
4170,522
4171,344
4172,348
4173,252
4174,280
4175,420
4176,295
4177,205
4178,120
4179,-17
4180,-101
4181,-289
4182,-358
4183,-413
4184,-524
4185,-702
4186,-911
4187,-896
4188,-954
4189,-1225
4190,-1372
4191,-1600
4192,-1774
4193,-1630
4194,-1612
4195,-1646
4196,-1675
4197,-1782
4198,-1744
4199,-1720
4200,-1662
4201,-1638
4202,-1654
4203,-1562
4204,-1469
4205,-1439
4206,-1383
4207,-1314
4208,-1348
4209,-1350
4210,-1327
4211,-1216
4212,-1095
4213,-969
4214,-798
4215,-618
4216,-419
4217,-185
4218,-92
4219,-100
4220,-118
4221,-143
4222,-59
4223,-85
4224,-87
4225,-72
4226,-32
4227,80
4228,14
4229,42
4230,214
4231,153
4232,268
4233,362
4234,309
4235,433
4236,319
4237,393
4238,466
4239,533
4240,757
4241,832
4242,1056
4243,1130
4244,1058
